docno	r_avail	text	Docno	Page	x1	y1	x2	y2
127	12	According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (2.0 equiv), (4-(methoxycarbonyl)phenyl)boronic acid (0.20 mmol, 1.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(3-CF3-An)Cl2] (10 mol%) in dioxane (0.20 M) for 8 h at 60 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 76% yield (32.2 mg).	Paper10_SI	12	301	743	2250	1133
128	13	According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (2.0 equiv), (4-acetylphenyl)boronic acid (0.20 mmol, 1.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 60 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 75% yield (29.7 mg).	Paper10_SI	12	301	2041	2250	2431
129	14	7 Suzuki-Miyaura Cross-Coupling of 2-Pyridyl Ammonium Salts by N-C Activation Hu et al.	Paper10_SI	33	301	160	2247	194
130	15	According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (2.0 equiv), (4-(tert-butyl)phenyl)boronic acid (0.20 mmol, 1.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 60 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 70% yield (29.6 mg).	Paper10_SI	13	301	759	2250	1149
131	16	According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (2.0 equiv), o-tolylboronic acid (0.20 mmol, 1.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 60 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 78% yield (26.5 mg).	Paper10_SI	13	301	2036	2250	2426
132	17	According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (2.0 equiv), m-tolylboronic acid (0.20 mmol, 1.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 60 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 80% yield (27.0 mg).	Paper10_SI	14	301	652	2250	1042
133	18	According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (2.0 equiv), (3,4-difluorophenyl)boronic acid (0.20 mmol, 1.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 60 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 64% yield (24.6 mg).	Paper10_SI	14	301	1858	2250	2248
134	19	According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (0.20 mmol, 1.0 equiv), thiophen-3-ylboronic acid (2.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 80 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 70% yield (22.7 mg).	Paper10_SI	15	301	1822	2250	2212
135	20	According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (0.20 mmol, 1.0 equiv), furan-2-ylboronic acid (2.0 equiv), Cs2CO3	Paper10_SI	16	301	631	2250	762
136	21	According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (0.20 mmol, 1.0 equiv), (6-methoxypyridin-3-yl)boronic acid (2.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 80 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 81% yield (30.0 mg).	Paper10_SI	17	301	662	2250	1052
137	22	According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (0.20 mmol, 1.0 equiv), (2-methoxypyridin-3-yl)boronic acid (2.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 80 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 97% yield (36.0 mg).	Paper10_SI	17	301	1939	2250	2329
138	23	According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (0.20 mmol, 1.0 equiv), (2-methoxypyrimidin-5-yl)boronic acid (2.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 80 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 86% yield (32.2 mg).	Paper10_SI	18	301	662	2250	1052
139	24	According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (0.20 mmol, 1.0 equiv), (2,4-dimethoxypyrimidin-5-yl)boronic acid (2.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 80 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 70% yield (30.5 mg).	Paper10_SI	18	301	1874	2250	2264
140	25	According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (0.20 mmol, 1.0 equiv), (2-(dimethylamino)pyrimidin-5-yl)boronic acid (2.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 80 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 56% yield (22.6 mg).	Paper10_SI	19	301	657	2250	1047
141	26	According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (0.20 mmol, 1.0 equiv), (1-(tert-butoxycarbonyl)-1H-pyrrol-2yl)boronic acid (3.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 80 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 43% yield (21.2 mg).	Paper10_SI	19	301	1934	2250	2324
142	27	According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (0.20 mmol, 1.0 equiv), (1-methyl-1H-pyrazol-4-yl)boronic acid (3.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 80 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 46% yield (14.8 mg).	Paper10_SI	20	301	642	2250	1032
143	28	According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (0.20 mmol, 1.0 equiv), (3,5-dimethylisoxazol-4-yl)boronic acid (2.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 80 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 60% yield (20.9 mg).	Paper10_SI	20	301	1945	2250	2335
144	29	According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (0.20 mmol, 1.0 equiv), benzo[b]thiophen-2-ylboronic acid (2.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 80 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 54% yield (23.0 mg).	Paper10_SI	21	301	678	2260	1068
145	30	According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (0.20 mmol, 1.0 equiv), benzo[b]thiophen-3-ylboronic acid (2.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 80 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 65% yield (27.4 mg).	Paper10_SI	21	301	1955	2260	2345
146	31	According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (0.20 mmol, 1.0 equiv), benzofuran-2-ylboronic acid (2.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 80 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 73% yield (28.5 mg).	Paper10_SI	22	301	678	2250	1068
147	32	According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (0.20 mmol, 1.0 equiv), benzofuran-3-ylboronic acid (2.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 80 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 57% yield (22.4 mg).	Paper10_SI	22	301	1955	2250	2345
148	33	According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (0.20 mmol, 1.0 equiv), dibenzo[b,d]furan-4-ylboronic acid (2.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 80 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 74% yield (36.5 mg).	Paper10_SI	23	301	2094	2250	2484
149	34	According to the general procedure, the reaction of N,N,N,6-tetramethylpyridin-2-aminium trifluoromethanesulfonate (0.20 mmol, 1.0 equiv), (2-methoxypyridin-3-yl)boronic acid (2.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 80 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 68% yield (27.1 mg).	Paper10_SI	24	301	811	2250	1201
150	35	According to the general procedure, the reaction of N,N,N,4-tetramethylpyridin-2-aminium trifluoromethanesulfonate (0.20 mmol, 1.0 equiv), (2-methoxypyridin-3-yl)boronic acid (2.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 80 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 69% yield (27.7 mg).	Paper10_SI	24	301	2137	2250	2527
151	36	According to the general procedure, the reaction of 4-methoxy-N,N,N-trimethylpyridin-2aminium trifluoromethanesulfonate (0.20 mmol, 1.0 equiv), (2-methoxypyridin-3-yl)boronic acid (2.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 80 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 75% yield (32.3 mg).	Paper10_SI	25	301	778	2250	1168
152	37	According to the general procedure, the reaction of N,N,N-trimethyl-4-(trifluoromethyl)pyridin-2-aminium trifluoromethanesulfonate (0.20 mmol, 1.0 equiv), (2-methoxypyridin-3-yl)boronic acid (2.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 80 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 80% yield (40.5 mg).	Paper10_SI	25	301	2105	2249	2495
153	38	According to the general procedure, the reaction of N,N,N,4-tetramethylpyridin-2-aminium trifluoromethanesulfonate (0.20 mmol, 1.0 equiv), (2-methoxypyrimidin-5-yl)boronic acid (3.0 equiv), Cs2CO3 (3.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 80 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 71% yield (28.7 mg).	Paper10_SI	27	301	1056	2250	1446
154	39	According to the general procedure, the reaction of 5-fluoro-N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (0.20 mmol, 1.0 equiv), (2-methoxypyrimidin-5-yl)boronic acid (2.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 80 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 88% yield (36.0 mg).	Paper10_SI	28	301	2365	2251	2759
155	40	According to the general procedure, the reaction of N,N,N,4-tetramethylpyridin-2-aminium trifluoromethanesulfonate (0.20 mmol, 1.0 equiv), benzofuran-2-ylboronic acid (2.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 80 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 69% yield (29.0 mg).	Paper10_SI	29	301	2467	2250	2857
156	41	According to the general procedure, the reaction of 5-fluoro-N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (0.20 mmol, 1.0 equiv), benzofuran-2-ylboronic acid (2.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 80 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 84% yield (35.9 mg).	Paper10_SI	31	301	1376	2251	1770
157	42	According to the general procedure, the reaction of N,N,N-trimethyl-4-(trifluoromethyl)pyridin-2-aminium trifluoromethanesulfonate (0.20 mmol, 1.0 equiv), (3,5-dimethylisoxazol-4yl)boronic acid (2.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 80 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 62% yield (30.1 mg).	Paper10_SI	32	301	313	2249	703
